Model;Scenario;Region;Emissions;Total energy investment;Total energy investment (supply side);Low carbon investment;Low carbon investment (supply side);Total_inv/GDP;LC_inv/GDP;Extraction and Conversion - Fossil Fuels;Electricity - Fossil Fuels w/o CCS;Hydrogen - Fossil;Electricity - Non-bio Renewables;Hydrogen - Non-fossil;Extraction and Conversion - Bioenergy;Extraction and Conversion - Nuclear;Electricity - T&D and Storage;CCS;Energy Efficiency;Energy Supply|Electricity|Coal|w/ CCS;Energy Supply|Electricity|Coal|w/o CCS;Energy Supply|Electricity|Gas|w/ CCS;Energy Supply|Electricity|Gas|w/o CCS;Energy Supply|Electricity|Oil|w/ CCS;Energy Supply|Electricity|Biomass|w/ CCS;Energy Supply|Electricity|Biomass|w/o CCS;Energy Supply|Electricity|Nuclear;Energy Supply|Electricity|Hydro;Energy Supply|Electricity|Solar;Energy Supply|Electricity|Wind;Energy Supply|Electricity|Geothermal;Energy Supply|Electricity|Ocean;Energy Supply|Electricity|Transmission and Distribution;Energy Supply|Electricity|Electricity Storage
REMIND-MAgPIE;NDC;USA;65.5424954;258.5443156;254.0793692;114.7350065;110.27006;1.19%;0.53%;88.03586744;21.11101832;0.549724887;73.6946868;0.113294387;13.68144394;6.085308387;50.42578507;0.382239927;4.464946482;0.242995227;0.018363053;0.000289867;21.09263353;0;0.000724667;0;6.051713073;10.16337029;44.62086447;18.91045204;0;0;45.92871389;4.49707118
REMIND-MAgPIE;2C;USA;64.6916164;303.3192659;299.8262765;158.6442023;155.1512129;1.39%;0.73%;91.40184175;17.53915806;0.195862907;102.7869084;0.50738986;17.80575555;5.547841895;62.14800031;1.893517767;3.492989393;1.355242613;0.018363053;0.029247547;17.52077327;0;0.000724667;0;5.514401727;10.31552855;67.08708193;25.38429794;0;0;51.39084541;10.75715491
REMIND-MAgPIE;1.5C;USA;61.4974524;348.1887128;338.6591203;212.7499443;203.2203519;1.60%;0.98%;85.22505657;13.75707925;0.000442047;127.6104158;3.36517808;31.73661474;5.557064624;66.52273327;4.884535953;9.529592421;0.01023954;0.018363053;0.014225207;13.73869445;0;2.73397892;0;5.52361224;11.14049633;88.61395021;27.85596927;0;0;52.55094253;13.97179073
REMIND-MAgPIE;CPol;R5OECD90+EU;167.3742989;633.8275001;633.8275001;276.256541;276.256541;1.11%;0.48%;224.3232046;45.22243926;0.6345906;170.7375539;0.293823347;31.15236331;17.06189425;144.3754197;0.026211193;0;0.005579933;5.141408547;0.000731913;40.08092926;0;0.002137767;0;16.94983014;36.26931303;80.19131622;54.27692461;0;0;133.0703154;11.30510436
REMIND-MAgPIE;NDC;R5OECD90+EU;158.1278749;677.5758464;667.547546;330.0428889;320.0145886;1.19%;0.58%;219.1939133;37.94577139;1.095340913;206.769227;0.294917593;31.09520098;25.74969231;144.5868195;0.8166631;10.02830033;0.467656387;1.584070607;0.000731913;36.36161383;0;0.002137767;0;25.63446737;40.61717535;100.7510154;65.40103623;0;0;127.6338008;16.95301867
REMIND-MAgPIE;2C;R5OECD90+EU;154.0125526;760.8313827;748.9723667;422.1172717;410.2582558;1.33%;0.74%;222.0179386;29.77541561;0.605140147;268.3669734;0.875042247;35.94335748;21.49878364;165.2086516;4.681064047;11.85901597;3.390867513;0.93632006;0.167166107;28.83900859;0;0.002137767;0;21.38499305;43.32111683;144.9066366;80.13921993;0;0;136.9984073;28.21024431
REMIND-MAgPIE;1.5C;R5OECD90+EU;147.8811646;847.2857978;822.5803064;522.0892737;497.3837823;1.49%;0.92%;212.3230081;23.97402414;0.084880207;321.3439547;6.999591567;51.14448718;23.27832064;174.6083826;8.82365728;24.70549134;1.56736704;0.93632006;0.54008682;23.03761712;0;2.74821862;3.62333E-05;23.1641874;47.14657419;186.1594098;88.03797065;0;0;138.8628224;35.7455602
REMIND-MAgPIE;CPol;R5REF;23.8213843;54.14792244;54.14792244;13.86755949;13.86755949;3.04%;0.78%;18.62028057;7.866756687;0.02550102;8.048640773;0.046204747;0.981582387;5.559008739;12.99873007;0.00121744;0;0.000514513;0.000275373;5.79733E-05;7.865669687;0;0.0004348;0.396682533;5.528728387;4.65286002;0.4350174;2.960763353;0;0;12.99873007;0
REMIND-MAgPIE;NDC;R5REF;23.8770693;57.5536471;57.62034144;14.52181578;14.58851013;3.23%;0.82%;21.4062912;7.75322316;0.026508307;8.677992033;0.049472993;0.982104147;5.558150492;13.16538167;0.00121744;-0.066694345;0.000514513;0.000275373;5.79733E-05;7.75213616;0;0.0004348;0.397204293;5.52787328;5.094124047;0.53989116;3.043976827;0;0;13.16538167;0
REMIND-MAgPIE;2C;R5REF;20.6677363;60.72931665;56.65725637;29.91764148;25.8455812;3.45%;1.70%;14.13328742;4.32986884;0.09385158;19.34996962;0.07432906;1.199098333;5.884213909;11.30572033;0.286917273;4.07206028;0.00102178;0.000275373;0.147476913;4.32878184;0;0.0004348;0.394769413;5.853154407;11.65168344;3.19597566;4.50231052;0;0;11.28636448;0.019355847
REMIND-MAgPIE;1.5C;R5REF;19.4307006;66.79496479;60.22249606;36.30786232;29.73539359;3.83%;2.08%;14.18233888;4.330057253;0.11093922;23.60194404;0.123715093;1.220066292;6.373850202;9.474712307;0.804872773;6.57246873;0.000514513;0.000275373;0.085358487;4.328970253;0;0.00060872;0.394769413;6.342043527;13.88411331;4.445279253;5.272551473;0;0;9.3392866;0.135425707
